,발생년,발생년월일시,발생분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_1당,당사자종별_2당_대분류,당사자종별_2당,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
1974,2017,2017-07-12 17:00,10,주간,수,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,993809,1847195,127.43076019,36.62260266
1975,2017,2017-07-12 18:00,50,야간,수,1,1,0,0,0,경기,수원시,차대차,기타,기타,운전자법규위반,차로위반(진로변경 위반),교차로,교차로부근,이륜차,이륜차,승합차,승합차,958487,1921221,127.03165923,37.2890033
1976,2017,2017-07-12 20:00,50,야간,수,1,1,0,0,0,경기,파주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,932121,1982251,126.72857209,37.83750129
1977,2017,2017-07-12 21:00,59,야간,수,1,1,0,0,0,광주,북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,948307,1687805,126.93223939,35.18421789
1978,2017,2017-07-12 21:00,10,야간,수,1,2,1,0,0,서울,노원구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,961281,1963894,127.06093477,37.67375396
1979,2017,2017-07-12 22:00,59,야간,수,1,1,0,0,0,경기,성남시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,966934,1939714,127.12612803,37.45603179
1980,2017,2017-07-12 22:00,15,야간,수,1,1,0,0,0,경기,양평군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1003541,1935224,127.54001635,37.4161446
1981,2017,2017-07-13 01:00,30,야간,목,1,1,0,0,0,경기,화성시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,944587,1916230,126.87522164,37.24329265
1982,2017,2017-07-13 02:00,18,야간,목,1,2,1,0,0,경기,고양시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,944775,1953807,126.87453129,37.58199524
1983,2017,2017-07-13 08:00,15,주간,목,1,1,0,0,0,경기,화성시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,건설기계,건설기계,943375,1919209,126.86133052,37.27007092
1984,2017,2017-07-13 09:00,20,주간,목,1,1,0,0,0,충북,영동군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,농기계,농기계,없음,없음,1023712,1792634,127.76352798,36.13044499
1985,2017,2017-07-13 10:00,40,주간,목,1,1,0,0,0,제주,서귀포시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,945335,1495754,126.91180642,33.45215166
1986,2017,2017-07-13 11:00,20,주간,목,1,4,1,2,0,경기,남양주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,982975,1961443,127.30699523,37.65232144
1987,2017,2017-07-13 12:00,35,주간,목,1,1,0,0,0,인천,옹진군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,913874,1916387,126.52895349,37.24237449
1988,2017,2017-07-13 15:00,15,주간,목,1,1,0,0,0,서울,성동구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,자전거,자전거,승용차,승용차,961297,1949361,127.06188522,37.54276527
1989,2017,2017-07-13 16:00,14,주간,목,1,2,1,0,0,전북,장수군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,터널안,승용차,승용차,화물차,화물차,1005252,1747971,127.55807418,35.728037
1990,2017,2017-07-13 18:00,45,야간,목,1,2,1,0,0,전북,익산시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,955106,1779309,127.00182591,36.00956428
1991,2017,2017-07-13 20:00,20,야간,목,1,1,0,0,0,인천,남동구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,931541,1939365,126.72600223,37.45094284
1992,2017,2017-07-14 02:00,0,야간,금,1,2,1,0,0,강원,횡성군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,1044720,1943498,128.00526157,37.48784068
1993,2017,2017-07-14 02:00,2,야간,금,1,1,0,0,0,경기,부천시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,935653,1945173,126.77198133,37.5035855
1994,2017,2017-07-14 07:00,51,주간,금,1,1,0,0,0,대구,수성구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,건설기계,건설기계,보행자,보행자,1101472,1760703,128.62354811,35.8375937
1995,2017,2017-07-14 07:00,45,주간,금,1,3,0,2,0,부산,동래구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1142677,1691493,129.06747871,35.20865597
1996,2017,2017-07-14 09:00,10,주간,금,1,1,0,0,0,전북,익산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,건설기계,건설기계,보행자,보행자,953828,1772468,126.98804336,35.94782872
1997,2017,2017-07-14 11:00,15,주간,금,1,1,0,0,0,경기,남양주시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,971593,1959953,127.17802208,37.63860995
1998,2017,2017-07-14 11:00,35,주간,금,1,2,0,1,0,인천,계양구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,933669,1949405,126.7492341,37.54150412
1999,2017,2017-07-14 12:00,10,주간,금,1,1,0,0,0,서울,은평구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,건설기계,건설기계,946064,1954219,126.88909916,37.58578506
2000,2017,2017-07-14 17:00,19,주간,금,1,1,0,0,0,전남,담양군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,958107,1694690,127.03952199,35.24675549
2001,2017,2017-07-14 21:00,0,야간,금,1,1,0,0,0,전북,익산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,954254,1773827,126.99325234,35.96017647
2002,2017,2017-07-14 22:00,45,야간,금,1,1,0,0,0,서울,용산구,차대차,기타,기타,운전자법규위반,과속,단일로,교량위,이륜차,이륜차,승용차,승용차,950984,1947652,126.9452615,37.52687091
2003,2017,2017-07-14 22:00,25,야간,금,1,1,0,0,0,서울,강동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,966461,1949442,127.12033631,37.54369777
2004,2017,2017-07-14 23:00,35,야간,금,1,1,0,0,0,전북,진안군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,990905,1744524,127.39947079,35.69692958
2005,2017,2017-07-15 08:00,0,주간,토,1,1,0,0,0,경남,창원시(통합),차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,원동기장치자전거,원동기장치자전거,1105219,1692856,128.65621958,35.22557205
2006,2017,2017-07-15 11:00,9,주간,토,1,1,0,0,0,서울,양천구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,943819,1949560,126.86402988,37.54365911
2007,2017,2017-07-15 15:00,47,주간,토,1,1,0,0,0,경북,예천군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1088225,1850172,128.48697988,36.64537145
2008,2017,2017-07-15 16:00,28,주간,토,1,2,0,1,0,충남,아산시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,화물차,화물차,961798,1876952,127.07126595,36.89010272
2009,2017,2017-07-15 18:00,35,야간,토,1,1,0,0,0,전북,남원시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,없음,없음,1014079,1715102,127.65510636,35.43158558
2010,2017,2017-07-15 21:00,13,야간,토,1,1,0,0,0,대구,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1099174,1762583,128.59834144,35.85477616
2011,2017,2017-07-15 21:00,21,야간,토,1,1,0,0,0,전남,여수시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,없음,없음,1014122,1644011,127.65436644,34.79054016
2012,2017,2017-07-15 22:00,3,야간,토,1,1,0,0,0,전북,익산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,보행자,보행자,950430,1771502,126.95898152,35.95324962
2013,2017,2017-07-16 04:00,30,야간,일,1,1,0,0,0,경기,군포시,차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,950417,1930307,126.94001135,37.37050468
2014,2017,2017-07-16 04:00,30,야간,일,1,1,0,0,0,대구,달성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,과속,교차로,교차로내,승용차,승용차,없음,없음,1090106,1756817,128.49727803,35.80367266
2015,2017,2017-07-16 08:00,30,주간,일,2,2,0,0,0,충북,진천군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,999320,1870021,127.4923746,36.82839543
2016,2017,2017-07-16 13:00,55,주간,일,2,2,0,0,0,전남,담양군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,승합차,승합차,944666,1698324,126.94134125,35.30359302
2017,2017,2017-07-16 15:00,47,주간,일,1,9,2,6,0,충북,충주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1030777,1887137,127.84582076,36.98218543
2018,2017,2017-07-16 15:00,40,주간,일,1,4,0,3,0,충남,서천군,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,승합차,승합차,935088,1786521,126.77911363,36.07345344
2019,2017,2017-07-16 16:00,28,주간,일,1,1,0,0,0,경기,포천시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,975855,1993612,127.22520778,37.94210444
2020,2017,2017-07-16 16:00,15,주간,일,1,1,0,0,0,전남,담양군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,승용차,952057,1701269,126.97263977,35.30580472
2021,2017,2017-07-16 18:00,0,야간,일,1,1,0,0,0,전북,군산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,931272,1774764,126.73768997,35.96923571
2022,2017,2017-07-16 22:00,48,야간,일,1,1,0,0,0,경남,창원시(통합),차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,1109376,1688342,128.70129128,35.18443279
2023,2017,2017-07-17 00:00,5,야간,월,1,1,0,0,0,전북,군산시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,이륜차,이륜차,930878,1775383,126.73320004,35.97283052
2024,2017,2017-07-17 02:00,32,야간,월,1,1,0,0,0,경기,파주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,932895,1981277,126.73745804,37.82878054
2025,2017,2017-07-17 07:00,30,주간,월,1,1,0,0,0,충남,홍성군,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,화물차,승용차,승용차,912972,1846573,126.52681729,36.61304138
2026,2017,2017-07-17 09:00,49,주간,월,1,1,0,0,0,제주,제주시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,931276,1506465,126.75972007,33.54794322
2027,2017,2017-07-17 09:00,5,주간,월,1,1,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,971979,1967655,127.1821011,37.70804195
2028,2017,2017-07-17 11:00,25,주간,월,1,1,0,0,0,충남,서산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,907141,1865352,126.45934291,36.78175375
2029,2017,2017-07-17 15:00,55,주간,월,1,1,0,0,0,광주,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,945368,1682234,126.9004406,35.13367924
2030,2017,2017-07-17 15:00,20,주간,월,1,1,0,0,0,대전,동구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,995001,1814397,127.44430342,36.32692838
2031,2017,2017-07-17 16:00,42,주간,월,1,1,0,0,0,경기,용인시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,건설기계,건설기계,자전거,자전거,974680,1915634,127.2145326,37.23922442
2032,2017,2017-07-17 19:00,30,야간,월,1,1,0,0,0,울산,남구,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,교차로,교차로부근,승용차,승용차,승용차,승용차,1168840,1723408,129.36137599,35.49221789
2033,2017,2017-07-17 19:00,46,야간,월,2,2,0,0,0,충남,공주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,957509,1833031,127.02557146,36.49398966
2034,2017,2017-07-17 21:00,10,야간,월,2,2,0,0,0,경기,이천시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,원동기장치자전거,원동기장치자전거,993650,1924278,127.42833345,37.31746385
2035,2017,2017-07-18 01:00,15,야간,화,1,1,0,0,0,강원,양양군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1098939,2011264,128.6283587,38.09610262
2036,2017,2017-07-18 03:00,50,야간,화,1,1,0,0,0,전남,담양군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,956441,1704744,127.02067614,35.33733823
2037,2017,2017-07-18 04:00,20,야간,화,1,1,0,0,0,경북,경산시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,농기계,농기계,1111306,1760429,128.73237522,35.83405662
2038,2017,2017-07-18 10:00,25,주간,화,1,1,0,0,0,경기,안성시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,농기계,농기계,971789,1892785,127.18279978,37.03317857
2039,2017,2017-07-18 11:00,10,주간,화,1,2,0,1,0,경북,경산시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,승용차,승용차,1118511,1760591,128.81215452,35.83467245
2040,2017,2017-07-18 12:00,10,주간,화,1,1,0,0,0,충북,옥천군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,1005985,1811649,127.56666104,36.30214826
2041,2017,2017-07-18 12:00,13,주간,화,1,2,1,0,0,서울,서초구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,955344,1944813,126.99477648,37.50150363
2042,2017,2017-07-18 12:00,0,주간,화,1,1,0,0,0,경남,창녕군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,이륜차,이륜차,1091747,1721950,128.51146777,35.4891925
2043,2017,2017-07-18 14:00,40,주간,화,1,1,0,0,0,충북,청주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,993750,1831123,127.43023069,36.47771148
2044,2017,2017-07-18 16:00,20,주간,화,1,1,0,0,0,경기,안양시,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,보행자,보행자,951576,1932101,126.95298307,37.38673605
2045,2017,2017-07-18 17:00,40,주간,화,1,3,0,2,0,충북,청주시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,993492,1857696,127.42712567,36.71726626
2046,2017,2017-07-18 17:00,30,주간,화,1,1,0,0,0,경남,거제시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,기타,기타,화물차,화물차,이륜차,이륜차,1105510,1658586,128.65505477,34.91658059
2047,2017,2017-07-18 18:00,0,야간,화,1,2,0,1,0,경기,양평군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,교량위,이륜차,이륜차,없음,없음,982950,1948316,127.30701759,37.53400112
2048,2017,2017-07-18 19:00,50,야간,화,1,1,0,0,0,경기,군포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,950111,1926311,126.93682468,37.3344705
2049,2017,2017-07-19 02:00,34,야간,수,1,1,0,0,0,강원,춘천시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1022755,1982877,127.7613163,37.84434996
2050,2017,2017-07-19 05:00,45,야간,수,1,1,0,0,0,경남,창원시(통합),차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1105399,1697775,128.65882809,35.26989903
2051,2017,2017-07-19 10:00,20,주간,수,1,2,0,1,0,전북,완주군,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,화물차,화물차,965830,1774517,127.12103061,35.96679596
2052,2017,2017-07-19 15:00,45,주간,수,1,1,0,0,0,전남,진도군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,887940,1604199,126.2804629,34.42553186
2053,2017,2017-07-19 17:00,40,주간,수,1,1,0,0,0,경기,남양주시,차대차,측면충돌,측면충돌,운전자법규위반,부당한 회전,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),화물차,화물차,971687,1966813,127.17882115,37.70044385
2054,2017,2017-07-19 17:00,20,주간,수,1,1,0,0,0,경남,창원시(통합),차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,원동기장치자전거,원동기장치자전거,1090673,1681106,128.49510946,35.12105733
2055,2017,2017-07-19 19:00,6,야간,수,1,1,0,0,0,강원,원주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1029725,1920229,127.8353139,37.28051306
2056,2017,2017-07-19 20:00,50,야간,수,1,2,1,0,0,경남,창녕군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,1091614,1722492,128.51006286,35.49409108
2057,2017,2017-07-20 00:00,18,야간,목,1,1,0,0,0,경기,평택시,차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,965623,1888543,127.11366513,36.99473474
2058,2017,2017-07-20 00:00,35,야간,목,1,1,0,0,0,서울,도봉구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,자전거,자전거,959420,1963582,127.0398494,37.67086143
2059,2017,2017-07-20 00:00,10,야간,목,1,1,0,0,0,충북,청주시,차대차,기타,기타,운전자법규위반,중앙선 침범,교차로,교차로횡단보도내,자전거,자전거,승용차,승용차,1000107,1852758,127.50119746,36.67277302
2060,2017,2017-07-20 03:00,17,야간,목,1,1,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,화물차,화물차,보행자,보행자,1021240,1987837,127.74156067,37.89012723
2061,2017,2017-07-20 05:00,40,야간,목,1,1,0,0,0,전북,고창군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,912062,1723711,126.53032841,35.50541329
2062,2017,2017-07-20 08:00,45,주간,목,1,1,0,0,0,경기,용인시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,965613,1901971,127.11293845,37.11577624
2063,2017,2017-07-20 08:00,0,주간,목,1,1,0,0,0,전남,해남군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,911214,1591935,126.53518852,34.31714993
2064,2017,2017-07-20 10:00,10,주간,목,1,1,0,0,0,경남,밀양시,차대차,추돌,추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,화물차,화물차,화물차,1115821,1721585,128.77676756,35.48338598
2065,2017,2017-07-20 12:00,30,주간,목,1,1,0,0,0,경북,예천군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,없음,없음,1076199,1841016,128.35155089,36.56387766
2066,2017,2017-07-20 17:00,23,주간,목,1,1,0,0,0,전북,장수군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,없음,없음,1000972,1750339,127.51217706,35.74585767
2067,2017,2017-07-20 18:00,50,야간,목,1,2,1,0,0,충남,천안시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,983771,1861960,127.31818301,36.7555889
2068,2017,2017-07-20 21:00,40,야간,목,1,3,1,0,1,경기,화성시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,952784,1910146,126.9680236,37.18890479
2069,2017,2017-07-20 21:00,20,야간,목,1,1,0,0,0,경북,구미시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1076529,1804458,128.35163497,36.23430507
2070,2017,2017-07-20 22:00,45,야간,목,1,2,1,0,0,대구,북구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,화물차,화물차,화물차,1098945,1767815,128.59645554,35.90196304
2071,2017,2017-07-20 22:00,40,야간,목,1,1,0,0,0,광주,서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,944046,1683048,126.88576435,35.14109712
2072,2017,2017-07-21 00:00,21,야간,금,1,1,0,0,0,경남,하동군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1028400,1666796,127.81121045,34.99570517
2073,2017,2017-07-21 01:00,0,야간,금,1,3,2,0,0,경기,평택시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,961995,1892510,127.07269385,37.03035421
2074,2017,2017-07-21 05:00,9,야간,금,1,2,0,1,0,경북,군위군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1095890,1806849,128.56735205,36.25413014
2075,2017,2017-07-21 08:00,40,주간,금,1,1,0,0,0,전남,고흥군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,965968,1608878,127.12941343,34.47324728
2076,2017,2017-07-21 09:00,10,주간,금,1,1,0,0,0,전북,정읍시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,화물차,화물차,보행자,보행자,946003,1743331,126.90325248,35.68473601
2077,2017,2017-07-21 10:00,8,주간,금,1,1,0,0,0,경기,파주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,933860,1969575,126.74948984,37.72338713
2078,2017,2017-07-21 12:00,40,주간,금,1,1,0,0,0,경북,문경시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1058612,1847719,128.15553423,36.6255433
2079,2017,2017-07-21 21:00,55,야간,금,1,1,0,0,0,대구,북구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,보행자,보행자,1100766,1770151,128.61692745,35.92283465
2080,2017,2017-07-21 23:00,50,야간,금,1,1,0,0,0,경기,수원시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승합차,승합차,950577,1918875,126.94257981,37.26747072
2081,2017,2017-07-22 01:00,25,야간,토,1,3,2,0,0,경기,김포시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,특수차,특수차,922861,1960724,126.62563023,37.6427584
2082,2017,2017-07-22 01:00,44,야간,토,1,1,0,0,0,경기,화성시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,개인형이동수단(PM),개인형이동수단(PM),없음,없음,947402,1901345,126.90800682,37.10928726
2083,2017,2017-07-22 03:00,27,야간,토,1,2,0,1,0,서울,용산구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,954630,1948816,126.98645159,37.53754894
2084,2017,2017-07-22 03:00,0,야간,토,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,957842,1945085,127.02302152,37.50407275
2085,2017,2017-07-22 07:00,50,주간,토,1,1,0,0,0,전남,영암군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,918544,1651874,126.60889395,34.85827934
2086,2017,2017-07-22 08:00,30,주간,토,1,1,0,0,0,경남,통영시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,보행자,보행자,1081620,1656885,128.39338877,34.90344796
