,발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
1791,2015,2015-06-07 02:30,야,일,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,959389.0,1961443.0,127.039617,37.65158097
1792,2015,2015-06-07 02:00,야,일,1,5,0,4,0,울산,남구,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,터널안,승용차,중형,승합차,대형,1160193.0,1728253.0,129.2670456,35.53731559
1793,2015,2015-06-07 10:55,주,일,1,2,1,0,0,충북,청주시,차대차,기타,기타,운전자법규위반,앞지르기 금지위반,교차로,교차로내,이륜차,대형,이륜차,대형,1014204.0,1847395.0,127.6588602,36.62431987
1794,2015,2015-06-07 10:17,주,일,1,2,0,1,0,경남,창원시(통합),차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,승용차,중형,1108723.0,1699032.0,128.6955339,35.28087543
1795,2015,2015-06-07 13:05,주,일,1,1,0,0,0,경남,고성군,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,화물차,소형,1074804.0,1665482.0,128.3195608,34.98148916
1796,2015,2015-06-07 15:00,주,일,2,2,0,0,0,충남,논산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,958183.0,1800157.0,127.0348627,36.19765618
1797,2015,2015-06-07 17:45,주,일,1,1,0,0,0,충남,공주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,966287.0,1835395.0,127.1234759,36.51565054
1798,2015,2015-06-07 17:00,주,일,1,1,0,0,0,경북,구미시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,1081921.0,1792523.0,128.4103862,36.12627453
1799,2015,2015-06-07 20:30,야,일,1,1,0,0,0,경북,예천군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,이륜차,중형,1082047.0,1844104.0,128.4172263,36.59122797
1800,2015,2015-06-07 21:35,야,일,1,1,0,0,0,경북,경산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1111552.2,1760263.8,128.7350775,35.83253951
1801,2015,2015-06-07 22:43,야,일,1,1,0,0,0,부산,남구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,불명,불명,1146919.0,1682137.0,129.1124001,35.12371241
1802,2015,2015-06-07 23:10,야,일,1,1,0,0,0,서울,도봉구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,없음,없음,960673.0,1960440.0,127.0542265,37.64259667
1803,2015,2015-06-08 04:55,야,월,1,1,0,0,0,서울,동작구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,951020.0,1945228.0,126.9458305,37.50502478
1804,2015,2015-06-08 04:56,야,월,1,1,0,0,0,서울,양천구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,940435.0,1948675.0,126.8257971,37.5354701
1805,2015,2015-06-08 10:30,주,월,2,2,0,0,0,경기,구리시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,화물차,중형,보행자,보행자,967420.0,1955174.0,127.1309372,37.59539683
1806,2015,2015-06-08 10:20,주,월,1,1,0,0,0,강원,철원군,차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,이륜차,소형,건설기계,건설기계,983646.0,2018001.0,127.3133185,38.1620906
1807,2015,2015-06-08 10:25,주,월,1,1,0,0,0,전남,목포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,대형,보행자,보행자,901027.0,1646829.0,126.4178858,34.81123824
1808,2015,2015-06-08 11:43,주,월,1,1,0,0,0,서울,도봉구,차대사람,차도통행중,차도통행중,운전자법규위반,부당한 회전,교차로,교차로내,승용차,중형,보행자,보행자,959899.0,1963616.0,127.0452789,37.67118894
1809,2015,2015-06-08 14:00,주,월,1,7,3,3,0,전남,구례군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승합차,대형,승용차,소형,996117.0,1686840.0,127.4573554,35.17683957
1810,2015,2015-06-08 14:50,주,월,1,1,0,0,0,인천,부평구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로내,승용차,소형,보행자,보행자,930147.0,1946217.0,126.7095927,37.51259452
1811,2015,2015-06-08 18:37,야,월,1,1,0,0,0,인천,연수구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,소형,보행자,보행자,927203.0,1935973.0,126.677296,37.42003994
1812,2015,2015-06-08 20:50,야,월,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,999200.0,1848164.0,127.4910518,36.63135797
1813,2015,2015-06-08 20:16,야,월,1,1,0,0,0,경북,경산시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1119498.0,1768313.0,128.8242378,35.90415666
1814,2015,2015-06-08 22:20,야,월,1,1,0,0,0,부산,강서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,소형,보행자,보행자,1130077.0,1679014.0,128.9271266,35.09787806
1815,2015,2015-06-08 23:10,야,월,1,3,1,1,0,경기,김포시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,경형,승용차,중형,927254.0,1961445.0,126.6753481,37.64961494
1816,2015,2015-06-08 23:00,야,월,1,4,0,3,0,경기,양평군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,1007657.0,1941858.0,127.5865996,37.47591685
1817,2015,2015-06-09 04:50,야,화,1,1,0,0,0,충남,아산시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,농기계,농기계,없음,없음,948308.0,1873388.0,126.9201192,36.8573336
1818,2015,2015-06-09 08:42,주,화,1,1,0,0,0,충북,음성군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,승용차,중형,1013275.0,1902137.0,127.6494282,37.11781024
1819,2015,2015-06-09 10:30,주,화,1,1,0,0,0,경기,안산시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,승용차,중형,945917.0,1921511.0,126.8898326,37.29097117
1820,2015,2015-06-09 11:20,주,화,1,2,0,1,0,경북,경주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,화물차,대형,1142659.0,1765809.0,129.0803712,35.87848486
1821,2015,2015-06-09 13:20,주,화,1,2,1,0,0,경남,김해시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,화물차,소형,1117926.0,1691040.0,128.7955627,35.2077871
1822,2015,2015-06-09 13:02,주,화,1,1,0,0,0,전북,순창군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,이륜차,사발이,없음,없음,963600.0,1717645.0,127.0988763,35.45394845
1823,2015,2015-06-09 15:30,주,화,1,1,0,0,0,충남,청양군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,937904.0,1828427.0,126.8070558,36.45141543
1824,2015,2015-06-09 17:50,주,화,1,1,0,0,0,경남,양산시,차대사람,보도통행중,보도통행중,운전자법규위반,기타(운전자법규위반),교차로,교차로내,승용차,중형,보행자,보행자,1138122.0,1704884.0,129.0197054,35.32999805
1825,2015,2015-06-09 18:00,야,화,1,1,0,0,0,부산,북구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1136262.0,1691101.0,128.9969593,35.20601426
1826,2015,2015-06-09 22:45,야,화,1,2,1,0,0,전북,고창군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,화물차,대형,925118.4,1719470.9,126.6746747,35.46825672
1827,2015,2015-06-09 22:05,야,화,1,2,1,0,0,경북,예천군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,1084051.0,1849251.0,128.44019,36.63744749
1828,2015,2015-06-09 23:59,야,화,1,1,0,0,0,경기,평택시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,961324.0,1896054.0,127.0649674,37.06227277
1829,2015,2015-06-10 01:15,야,수,2,2,0,0,0,대전,유성구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,소형,원동기장치자전거,원동기장치자전거,983958.3,1820713.7,127.3211408,36.38375508
1830,2015,2015-06-10 03:10,야,수,1,1,0,0,0,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,횡단보도상,승용차,대형,보행자,보행자,954798.0,1920743.0,126.9900712,37.2845228
1831,2015,2015-06-10 08:10,주,수,1,1,0,0,0,강원,고성군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,건설기계,건설기계,없음,없음,1087718.0,2030709.0,128.5028063,38.27248518
1832,2015,2015-06-10 10:30,주,수,1,1,0,0,0,전남,순천시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,이륜차,소형,998570.0,1665162.0,127.4843326,34.98136852
1833,2015,2015-06-10 11:30,주,수,1,1,0,0,0,대전,유성구,차대차,측면충돌,측면충돌,운전자법규위반,부당한 회전,단일로,기타단일로,화물차,중형,이륜차,소형,989627.0,1827271.0,127.384257,36.44294903
1834,2015,2015-06-10 13:40,주,수,1,1,0,0,0,세종,세종,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,소형,승용차,대형,977232.0,1831842.0,127.2458186,36.4839431
1835,2015,2015-06-10 14:16,주,수,1,2,1,0,0,경남,창원시(통합),차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1097105.0,1690098.0,128.5667463,35.20152589
1836,2015,2015-06-10 16:54,주,수,1,2,0,1,0,전남,장성군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,937920.0,1706503.0,126.8167483,35.35221804
1837,2015,2015-06-10 17:00,주,수,1,1,0,0,0,경남,함안군,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1082567.0,1698408.0,128.4078932,35.27775002
1838,2015,2015-06-10 20:55,야,수,1,2,1,0,0,경기,파주시,차대차,기타,기타,운전자법규위반,중앙선 침범,교차로,교차로부근,승용차,중형,승용차,중형,941869.0,1994425.0,126.8383671,37.94789255
1839,2015,2015-06-10 20:55,야,수,1,1,0,0,0,충남,보령시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,승합차,대형,920225.0,1802692.0,126.6124264,36.21812288
1840,2015,2015-06-10 23:40,야,수,1,1,0,0,0,대구,달서구,차대차,측면충돌,측면충돌,운전자법규위반,부당한 회전,교차로,교차로내,이륜차,소형,승용차,중형,1090956.0,1762176.0,128.5072947,35.85190461
1841,2015,2015-06-11 00:29,야,목,1,1,0,0,0,전남,해남군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,농기계,농기계,915527.0,1621169.0,126.5789679,34.5811757
1842,2015,2015-06-11 04:05,야,목,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,횡단보도상,승용차,중형,보행자,보행자,966624.0,1946172.0,127.1223301,37.51422979
1843,2015,2015-06-11 05:05,야,목,1,1,0,0,0,서울,양천구,차대차,기타,기타,운전자법규위반,신호위반,단일로,기타단일로,자전거,자전거,승용차,중형,943810.8,1948039.0,126.8640535,37.52994975
1844,2015,2015-06-11 05:15,야,목,1,2,1,0,0,전남,순천시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,977042.0,1665489.0,127.2484591,34.98405769
1845,2015,2015-06-11 09:00,주,목,1,1,0,0,0,경기,고양시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,932013.0,1961836.0,126.7292553,37.65350365
1846,2015,2015-06-11 09:15,주,목,1,1,0,0,0,경남,창원시(통합),차대사람,차도통행중,차도통행중,운전자법규위반,신호위반,교차로,교차로내,건설기계,건설기계,보행자,보행자,1109701.0,1682271.0,128.7040533,35.129666
1847,2015,2015-06-11 12:00,주,목,1,2,1,0,0,경남,고성군,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,승용차,중형,1076007.0,1665197.0,128.3327138,34.97882978
1848,2015,2015-06-11 13:15,주,목,1,1,0,0,0,전북,임실군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,없음,없음,987592.0,1730450.0,127.3630681,35.56999564
1849,2015,2015-06-11 14:27,주,목,1,1,0,0,0,인천,중구,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,소형,화물차,대형,913937.0,1946279.0,126.5261865,37.51178357
1850,2015,2015-06-11 15:30,주,목,1,1,0,0,0,경북,김천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,1043491.0,1775823.0,127.9824145,35.97819944
1851,2015,2015-06-11 16:25,주,목,1,1,0,0,0,부산,해운대구,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,보행자,보행자,1148597.0,1689785.0,129.1321859,35.19240162
1852,2015,2015-06-11 16:53,주,목,1,1,0,0,0,경남,김해시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,건설기계,건설기계,보행자,보행자,1123003.0,1693843.0,128.8517452,35.23244541
1853,2015,2015-06-11 18:30,야,목,1,1,0,0,0,충남,서산시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,화물차,소형,907153.0,1865871.0,126.4594141,36.78643281
1854,2015,2015-06-11 21:30,야,목,1,1,0,0,0,충남,부여군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,화물차,경형,없음,없음,940294.0,1802462.0,126.8357151,36.21749721
1855,2015,2015-06-11 22:55,야,목,1,2,1,0,0,경남,김해시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1124360.0,1698447.0,128.8673511,35.27378069
1856,2015,2015-06-12 04:38,야,금,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,946763.0,1943328.0,126.8978058,37.48766398
1857,2015,2015-06-12 04:00,야,금,1,3,2,0,0,경북,구미시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,승용차,중형,1079691.0,1790797.0,128.3854323,36.11090096
1858,2015,2015-06-12 05:10,야,금,1,1,0,0,0,경기,김포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,925338.0,1960600.0,126.6537168,37.64184559
1859,2015,2015-06-12 08:13,주,금,1,1,0,0,0,강원,영월군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1086741.0,1909484.0,128.4771768,37.18010213
1860,2015,2015-06-12 09:53,주,금,1,1,0,0,0,전북,고창군,차대차,측면충돌,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,이륜차,사발이,화물차,소형,917851.0,1706542.0,126.5958867,35.35111934
1861,2015,2015-06-12 11:38,주,금,1,1,0,0,0,경북,경주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,1159469.0,1785032.0,129.27038,36.04912277
1862,2015,2015-06-12 14:40,주,금,1,3,1,0,1,경기,고양시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,없음,없음,943429.0,1953390.0,126.8593198,37.57815507
1863,2015,2015-06-12 14:40,주,금,2,3,1,0,0,충남,태안군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,특수차,소형,894294.0,1846128.0,126.3180502,36.60714195
1864,2015,2015-06-12 16:30,주,금,1,1,0,0,0,충남,금산군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,자전거,자전거,999665.0,1789587.0,127.4962782,36.10326377
1865,2015,2015-06-12 17:30,주,금,1,1,0,0,0,전남,고흥군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,985218.0,1633612.0,127.3386017,34.69675483
1866,2015,2015-06-12 22:50,야,금,1,4,3,0,0,경남,함안군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,소형,1091145.0,1702170.0,128.5026215,35.31092221
1867,2015,2015-06-13 01:10,야,토,1,2,0,0,1,경기,파주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,없음,없음,936566.0,1974470.0,126.7797659,37.76769517
1868,2015,2015-06-13 02:23,야,토,1,1,0,0,0,경기,부천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,대형,보행자,보행자,936812.0,1944221.0,126.7851751,37.49508524
1869,2015,2015-06-13 06:11,주,토,1,3,1,1,0,경기,안산시,차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,중형,건설기계,건설기계,939668.0,1924511.0,126.8190915,37.31762673
1870,2015,2015-06-13 06:18,주,토,1,1,0,0,0,경남,창원시(통합),차대차,측면충돌,측면충돌,운전자법규위반,부당한 회전,단일로,횡단보도상,자전거,자전거,승용차,대형,1109672.0,1691557.0,128.7049697,35.2133842
1871,2015,2015-06-13 08:45,주,토,1,2,1,0,0,울산,울주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,없음,없음,1166068.0,1717294.0,129.3295815,35.43758519
1872,2015,2015-06-13 11:10,주,토,1,2,0,1,0,경기,용인시,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,중형,승합차,대형,966356.0,1899661.0,127.1214052,37.09498074
1873,2015,2015-06-13 14:56,주,토,1,1,0,0,0,경북,예천군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,원동기장치자전거,원동기장치자전거,1092026.0,1845745.0,128.5289653,36.60510863
1874,2015,2015-06-13 15:36,주,토,1,1,0,0,0,경북,울진군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,이륜차,중형,1168297.0,1899110.0,129.3932649,37.07550421
1875,2015,2015-06-13 16:50,주,토,1,1,0,0,0,전남,강진군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,932401.0,1615252.0,126.763405,34.52906971
1876,2015,2015-06-13 16:00,주,토,1,1,0,0,0,대전,동구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,993948.4,1817256.0,127.4325536,36.35269744
1877,2015,2015-06-13 17:35,주,토,1,1,0,0,0,충북,보은군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,이륜차,소형,1003751.4,1825950.6,127.5418522,36.43109402
1878,2015,2015-06-13 17:00,주,토,1,1,0,0,0,충남,아산시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,화물차,소형,보행자,보행자,954339.0,1855633.0,126.9888362,36.69759358
1879,2015,2015-06-13 21:35,야,토,1,2,1,0,0,충남,공주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,중형,960824.0,1830756.0,127.062699,36.47362208
1880,2015,2015-06-14 03:40,야,일,1,1,0,0,0,울산,동구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,이륜차,중형,없음,없음,1174476.0,1722602.0,129.4233061,35.4839802
1881,2015,2015-06-14 04:40,야,일,1,2,0,1,0,강원,강릉시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1136365.0,1961903.0,129.0457407,37.64649741
1882,2015,2015-06-14 05:20,야,일,1,3,2,0,0,경남,진주시,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1052396.0,1688406.0,128.0755197,35.18960049
1883,2015,2015-06-14 06:52,주,일,1,1,0,0,0,충남,예산군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,없음,없음,939918.0,1854730.0,126.8274764,36.68865117
1884,2015,2015-06-14 07:00,주,일,1,2,0,0,1,강원,영월군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,1064536.0,1918842.0,128.2278591,37.26624807
1885,2015,2015-06-14 08:05,주,일,1,1,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,대형,보행자,보행자,1120323.0,1678726.0,128.820096,35.0964941
1886,2015,2015-06-14 10:30,주,일,1,1,0,0,0,경기,포천시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,없음,없음,975162.0,2001688.0,127.2170416,38.01487332
1887,2015,2015-06-14 20:25,야,일,1,1,0,0,0,경기,파주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,승용차,소형,보행자,보행자,940484.0,1971261.0,126.8245112,37.73903705
1888,2015,2015-06-15 03:50,야,월,1,2,1,0,0,전남,무안군,차대차,기타,기타,운전자법규위반,과속,단일로,기타단일로,화물차,소형,승용차,중형,909771.0,1644482.0,126.5137267,34.79088933
1889,2015,2015-06-15 10:00,주,월,1,1,0,0,0,강원,강릉시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,이륜차,중형,1120904.0,1972740.0,128.8723333,37.74631319
1890,2015,2015-06-15 10:00,주,월,1,4,3,0,0,충남,서산시,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,901455.0,1852787.0,126.3972517,36.66792877
1891,2015,2015-06-15 13:30,주,월,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,964086.0,1955088.0,127.0931751,37.59449755
1892,2015,2015-06-15 15:09,주,월,1,1,0,0,0,부산,사하구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1134642.0,1678197.0,128.9770637,35.08991357
1893,2015,2015-06-15 17:43,주,월,1,1,0,0,0,서울,은평구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,946479.0,1953905.0,126.8938223,37.5829792
1894,2015,2015-06-15 18:00,야,월,1,1,0,0,0,경기,평택시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,958516.0,1901121.0,127.0331036,37.10782668
1895,2015,2015-06-15 21:55,야,월,1,1,0,0,0,경기,평택시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,기타단일로,승용차,중형,보행자,보행자,959940.0,1889685.0,127.0497395,37.00480386
1896,2015,2015-06-15 21:15,야,월,1,2,0,1,0,충남,천안시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,승용차,경형,승용차,대형,967453.0,1866788.0,127.1351653,36.79869155
1897,2015,2015-06-15 21:16,야,월,1,1,0,0,0,경남,창원시(통합),차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,1079368.0,1681844.0,128.3711249,35.12866635
1898,2015,2015-06-15 21:50,야,월,1,1,0,0,0,제주,제주시,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,887028.0,1487791.0,126.2855163,33.37578066
1899,2015,2015-06-16 06:30,주,화,1,1,0,0,0,전남,영광군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,경형,없음,없음,901138.0,1692932.0,126.4136149,35.22690425
1900,2015,2015-06-16 08:10,주,화,1,5,3,1,0,충남,서산시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승합차,대형,902628.0,1858987.0,126.4095868,36.72393177
1901,2015,2015-06-16 08:05,주,화,1,1,0,0,0,대전,대덕구,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로부근,승합차,대형,자전거,자전거,992792.0,1827894.0,127.4195665,36.44859455
1902,2015,2015-06-16 11:35,주,화,1,1,0,0,0,경북,안동시,차대사람,차도통행중,차도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,중형,보행자,보행자,1102611.0,1843981.0,128.647063,36.58812873
1903,2015,2015-06-16 11:37,주,화,1,1,0,0,0,경남,함안군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,1076844.0,1700053.0,128.3451245,35.29303728
1904,2015,2015-06-16 13:30,주,화,1,1,0,0,0,경북,칠곡군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1089516.0,1771363.0,128.4923827,35.93485574
