발생년월일시,주야,요일,district,사고유형_대분류,가해자법규위반,X_coord,Y_coord
2022-04-30 12:00,주,토,금천구,차대사람,기타,126.89905778,37.47681802
2022-05-02 13:00,주,월,마포구,차대사람,안전운전 의무 불이행,126.94626385,37.54590311
2022-05-07 07:00,주,토,관악구,차대사람,교차로 통행방법 위반,126.91399277,37.48184149
2022-05-08 18:00,야,일,강남구,차대사람,안전운전 의무 불이행,127.04107978,37.48540501
2022-05-11 09:00,주,수,송파구,차대사람,안전운전 의무 불이행,127.11148198,37.50044886
2022-05-12 02:00,야,목,양천구,차대사람,신호위반,126.83767273,37.52112477
2022-05-15 15:00,주,일,강서구,차대사람,안전운전 의무 불이행,126.86555808,37.55167127
2022-05-31 04:00,야,화,송파구,차대사람,안전운전 의무 불이행,127.13453802,37.49133755
2022-06-02 10:00,주,목,양천구,차대사람,안전운전 의무 불이행,126.86456443,37.53002461
2022-06-09 16:00,주,목,도봉구,차대사람,안전운전 의무 불이행,127.04091084,37.66606145
2022-06-14 19:00,야,화,성북구,차대사람,보행자 보호의무 위반,127.03995751,37.60370314
2022-06-21 13:00,주,화,강서구,차대사람,안전운전 의무 불이행,126.82782025,37.55974579
2022-06-23 12:00,주,목,용산구,차대사람,중앙선 침범,126.97817543,37.51833188
2022-06-23 23:00,야,목,영등포구,차대사람,기타,126.90779231,37.51937
2022-06-24 10:00,주,금,은평구,차대사람,안전운전 의무 불이행,126.91029471,37.58957934
2022-06-24 10:00,주,금,송파구,차대사람,안전운전 의무 불이행,127.10352062,37.49981849
2022-07-01 03:00,야,금,성동구,차대사람,안전운전 의무 불이행,127.02022659,37.54830892
2022-07-02 11:00,주,토,동대문구,차대사람,안전운전 의무 불이행,127.04322676,37.57855028
2022-07-07 04:00,야,목,강서구,차대사람,기타,126.85484084,37.55516449
2022-07-08 04:00,야,금,강서구,차대사람,안전운전 의무 불이행,126.85465901,37.55524462
2022-07-14 00:00,야,목,마포구,차대사람,기타,126.94703019,37.54023722
2022-07-14 20:00,야,목,관악구,차대사람,안전운전 의무 불이행,126.94339834,37.48210987
2022-07-18 01:00,야,월,광진구,차대사람,안전운전 의무 불이행,127.0819247,37.55635822
2022-07-19 10:00,주,화,동대문구,차대사람,안전운전 의무 불이행,127.05448214,37.5655688
2022-07-19 18:00,야,화,서초구,차대사람,안전운전 의무 불이행,127.04098538,37.47310105
2022-07-20 00:00,야,수,영등포구,차대사람,안전운전 의무 불이행,126.92746763,37.51836736
2022-07-20 20:00,야,수,양천구,차대사람,기타,126.82729836,37.53719122
2022-07-27 00:00,야,수,강남구,차대사람,기타,127.06002085,37.47664372
2022-08-06 08:00,주,토,용산구,차대사람,안전운전 의무 불이행,126.96224463,37.52431751
2022-08-10 23:00,야,수,영등포구,차대사람,안전운전 의무 불이행,126.90676163,37.51662472
2022-08-14 01:00,야,일,광진구,차대사람,기타,127.09557726,37.53361954
2022-08-16 09:00,주,화,종로구,차대사람,안전운전 의무 불이행,127.0156978,37.57113062
2022-08-20 03:00,야,토,영등포구,차대사람,신호위반,126.92035462,37.50164862
2022-08-29 05:00,야,월,강동구,차대사람,기타,127.12534215,37.52511878
2022-09-01 20:00,야,목,중랑구,차대사람,안전운전 의무 불이행,127.09510152,37.58599546
2022-09-03 12:00,주,토,용산구,차대사람,안전운전 의무 불이행,126.95210234,37.53390634
2022-09-05 20:00,야,월,서대문구,차대사람,보행자 보호의무 위반,126.9156253,37.57854639
2022-09-06 05:00,야,화,관악구,차대사람,기타,126.91246858,37.48149141
2022-09-18 23:00,야,일,강서구,차대사람,안전운전 의무 불이행,126.85405289,37.53364508
2022-09-19 10:00,주,월,마포구,차대사람,중앙선 침범,126.95004463,37.54130587
2022-09-22 16:00,주,목,마포구,차대사람,보행자 보호의무 위반,126.88995696,37.56394096
2022-09-23 09:00,주,금,강북구,차대사람,보행자 보호의무 위반,127.02105514,37.61868936
2022-09-25 18:00,야,일,용산구,차대사람,안전운전 의무 불이행,127.00869102,37.53102763
2022-09-30 08:00,주,금,광진구,차대사람,안전운전 의무 불이행,127.08839678,37.55503794
2022-09-30 15:00,주,금,중구,차대사람,안전운전 의무 불이행,127.00995137,37.55462124
2022-10-02 23:00,야,일,동작구,차대사람,안전운전 의무 불이행,126.92300127,37.48998001
2022-10-10 11:00,주,월,강북구,차대사람,안전운전 의무 불이행,127.02554059,37.62609847
2022-10-12 14:00,주,수,서초구,차대사람,안전운전 의무 불이행,126.98971514,37.49380231
2022-10-14 07:00,주,금,마포구,차대사람,보행자 보호의무 위반,126.91056532,37.56674969
2022-10-14 13:00,주,금,영등포구,차대사람,안전운전 의무 불이행,126.903972,37.52021608
2022-10-14 22:00,야,금,서대문구,차대사람,안전운전 의무 불이행,126.92262034,37.57319078
2022-10-26 06:00,주,수,양천구,차대사람,안전운전 의무 불이행,126.86245678,37.52234278
2022-10-27 04:00,야,목,강북구,차대사람,기타,127.02665349,37.62573339
2022-11-01 20:00,야,화,광진구,차대사람,기타,127.07813639,37.56760261
2022-11-07 11:00,주,월,중랑구,차대사람,안전운전 의무 불이행,127.08110821,37.58692008
2022-11-09 20:00,야,수,광진구,차대사람,보행자 보호의무 위반,127.08924981,37.55226475
2022-11-16 03:00,야,수,중랑구,차대사람,안전운전 의무 불이행,127.09250729,37.57984835
2022-11-17 00:00,야,목,구로구,차대사람,안전운전 의무 불이행,126.82983898,37.49105662
2022-11-18 13:00,주,금,강북구,차대사람,안전운전 의무 불이행,127.02102583,37.61972578
2022-11-22 08:00,주,화,관악구,차대사람,안전운전 의무 불이행,126.92238137,37.48968855
2022-11-28 05:00,야,월,노원구,차대사람,기타,127.05913152,37.66229128
2022-11-28 23:00,야,월,강남구,차대사람,보행자 보호의무 위반,127.10234694,37.46512106
2022-12-02 12:00,주,금,금천구,차대사람,안전운전 의무 불이행,126.90309635,37.47811842
2022-12-02 16:00,주,금,강남구,차대사람,안전운전 의무 불이행,127.04470164,37.5204278
2022-12-04 22:00,야,일,은평구,차대사람,안전운전 의무 불이행,126.93390597,37.60971371
2022-12-05 15:00,주,월,강북구,차대사람,안전운전 의무 불이행,127.023907,37.63169822
2022-12-09 01:00,야,금,금천구,차대사람,안전운전 의무 불이행,126.89834311,37.47144229
2022-12-12 18:00,야,월,성북구,차대사람,신호위반,127.04905603,37.61662745
2022-12-14 05:00,야,수,관악구,차대사람,안전운전 의무 불이행,126.93360935,37.47231966
2022-12-14 16:00,주,수,금천구,차대사람,안전운전 의무 불이행,126.89422029,37.47362955
2022-12-17 09:00,주,토,강남구,차대사람,안전운전 의무 불이행,127.09438708,37.46701392
2022-12-19 05:00,야,월,양천구,차대사람,안전운전 의무 불이행,126.86227246,37.54399214
2022-12-21 17:00,주,수,관악구,차대사람,안전운전 의무 불이행,126.95593752,37.48582779
2022-12-26 11:00,주,월,중랑구,차대사람,보행자 보호의무 위반,127.08741927,37.60294121
2022-12-27 13:00,주,화,용산구,차대사람,안전운전 의무 불이행,127.00038291,37.52603533
2022-12-28 09:00,주,수,서초구,차대사람,안전운전 의무 불이행,127.03780403,37.48100261
2017-01-01 02:00,야간,일,송파구,차대사람,,127.13310702,37.49874052
2017-01-01 04:00,야간,일,금천구,차대사람,,126.89809356,37.47294629
2017-01-02 04:00,야간,월,은평구,차대사람,,126.91544404,37.61909675
2017-01-03 18:00,야간,화,관악구,차대사람,,126.95493031,37.48122622
2017-01-06 00:00,야간,금,성동구,차대사람,,127.02547445,37.54730259
2017-01-06 06:00,주간,금,성북구,차대사람,,127.03815941,37.60244866
2017-01-13 06:00,주간,금,동작구,차대사람,,126.93164793,37.51327688
2017-01-13 11:00,주간,금,서초구,차대사람,,126.98179806,37.47719185
2017-01-15 09:00,주간,일,양천구,차대사람,,126.86287325,37.5465552
2017-01-16 06:00,주간,월,강서구,차대사람,,126.84868321,37.54460299
2017-01-16 20:00,야간,월,관악구,차대사람,,126.93194366,37.48768884
2017-01-17 06:00,주간,화,관악구,차대사람,,126.91260064,37.47328971
2017-01-18 14:00,주간,수,서대문구,차대사람,,126.92909438,37.57216769
2017-01-19 13:00,주간,목,마포구,차대사람,,126.91180536,37.54872896
2017-01-20 10:00,주간,금,영등포구,차대사람,,126.89833102,37.50538728
2017-01-22 04:00,야간,일,종로구,차대사람,,127.00423797,37.57110108
2017-01-25 22:00,야간,수,강남구,차대사람,,127.02782299,37.51955031
2017-01-26 02:00,야간,목,동대문구,차대사람,,127.03374892,37.57832394
2017-01-27 20:00,야간,금,종로구,차대사람,,127.00730516,37.57306984
2017-01-30 18:00,야간,월,서초구,차대사람,,127.02107323,37.48317136
2017-02-01 18:00,야간,수,도봉구,차대사람,,127.04497965,37.6774881
2017-02-03 00:00,야간,금,동대문구,차대사람,,127.06898058,37.59031055
2017-02-11 02:00,야간,토,종로구,차대사람,,126.97716597,37.57053361
2017-02-11 10:00,주간,토,강남구,차대사람,,127.04509332,37.5230162
2017-02-12 02:00,야간,일,광진구,차대사람,,127.08725897,37.56221774
2017-02-12 06:00,주간,일,서초구,차대사람,,127.01916637,37.51596404
2017-02-13 23:00,야간,월,관악구,차대사람,,126.90990296,37.48125328
2017-02-18 10:00,주간,토,동작구,차대사람,,126.9488544,37.50307397
2017-02-20 19:00,야간,월,강북구,차대사람,,127.0331808,37.64025292
2017-02-23 04:00,야간,목,송파구,차대사람,,127.14555839,37.49562557
2017-02-23 12:00,주간,목,은평구,차대사람,,126.91883586,37.63462549
2017-02-24 10:00,주간,금,동작구,차대사람,,126.93788871,37.49587455
2017-02-27 19:00,야간,월,도봉구,차대사람,,127.04772095,37.65182864
2017-02-27 22:00,야간,월,강서구,차대사람,,126.85067221,37.55281617
2017-03-01 01:00,야간,수,강남구,차대사람,,127.03412275,37.50007897
2017-03-01 05:00,야간,수,강동구,차대사람,,127.12908438,37.53707988
2017-03-02 12:00,주간,목,강동구,차대사람,,127.1332227,37.53590572
2017-03-07 05:00,야간,화,관악구,차대사람,,126.97614248,37.47403919
2017-03-10 14:00,주간,금,마포구,차대사람,,126.9137729,37.54901817
2017-03-18 15:00,주간,토,관악구,차대사람,,126.92697741,37.48775499
2017-03-18 20:00,야간,토,서대문구,차대사람,,126.91358158,37.5701096
2017-03-29 06:00,주간,수,마포구,차대사람,,126.91925966,37.55388551
2017-04-02 05:00,야간,일,서초구,차대사람,,127.03993858,37.46859918
2017-04-07 23:00,야간,금,마포구,차대사람,,126.94796429,37.54097168
2017-04-09 02:00,야간,일,강동구,차대사람,,127.13730568,37.53421477
2017-04-13 13:00,주간,목,광진구,차대사람,,127.08373795,37.53568758
2017-04-18 16:00,주간,화,성북구,차대사람,,127.0172653,37.58968674
2017-04-20 02:00,야간,목,송파구,차대사람,,127.10676044,37.50548987
2017-04-21 08:00,주간,금,영등포구,차대사람,,126.91554632,37.51181022
2017-04-21 14:00,주간,금,영등포구,차대사람,,126.92924451,37.51773961
2017-04-26 04:00,야간,수,종로구,차대사람,,126.99993685,37.57079451
2017-04-28 00:00,야간,금,영등포구,차대사람,,126.88822343,37.53083457
2017-05-01 00:00,야간,월,구로구,차대사람,,126.89541469,37.47838583
2017-05-04 14:00,주간,목,양천구,차대사람,,126.84471462,37.5181896
2017-05-04 23:00,야간,목,강북구,차대사람,,127.01790341,37.63122317
2017-05-06 22:00,야간,토,성동구,차대사람,,127.03901501,37.55813638
2017-05-07 10:00,주간,일,성동구,차대사람,,127.02403224,37.56581051
2017-05-15 08:00,주간,월,마포구,차대사람,,126.93157741,37.54792445
2017-05-15 16:00,주간,월,도봉구,차대사람,,127.05348306,37.65318457
2017-05-16 02:00,야간,화,송파구,차대사람,,127.13955187,37.49550824
2017-05-18 06:00,주간,목,동작구,차대사람,,126.94988907,37.50083442
2017-05-23 09:00,주간,화,광진구,차대사람,,127.0904798,37.54472469
2017-05-26 23:00,야간,금,양천구,차대사람,,126.86389861,37.53112968
2017-05-29 11:00,주간,월,성북구,차대사람,,127.02352168,37.60861334
2017-05-31 09:00,주간,수,양천구,차대사람,,126.85545854,37.51366086
2017-06-01 23:00,야간,목,동작구,차대사람,,126.90440994,37.4864626
2017-06-02 03:00,야간,금,용산구,차대사람,,126.96166593,37.52153781
2017-06-03 21:00,야간,토,강서구,차대사람,,126.81153922,37.56461836
2017-06-04 14:00,주간,일,강남구,차대사람,,127.05197893,37.48432015
2017-06-05 16:00,주간,월,강동구,차대사람,,127.16486336,37.55766834
2017-06-15 15:00,주간,목,금천구,차대사람,,126.90230813,37.43946592
2017-06-16 00:00,야간,금,구로구,차대사람,,126.85877006,37.50617965
2017-06-16 14:00,주간,금,용산구,차대사람,,127.0068415,37.53001942
2017-06-18 00:00,야간,일,마포구,차대사람,,126.89097233,37.56022366
2017-06-20 11:00,주간,화,용산구,차대사람,,126.96736685,37.52493562
2017-06-21 01:00,야간,수,광진구,차대사람,,127.07310134,37.54507777
2017-06-21 01:00,야간,수,서초구,차대사람,,127.02324831,37.50399254
2017-06-22 23:00,야간,목,용산구,차대사람,,126.95463873,37.52443586
2017-06-23 19:00,야간,금,강동구,차대사람,,127.13505802,37.55182032
2017-06-27 22:00,야간,화,서초구,차대사람,,127.03537004,37.47588234
2017-06-29 03:00,야간,목,강서구,차대사람,,126.83782497,37.54102735
2017-07-02 13:00,주간,일,서초구,차대사람,,127.04009104,37.47878517
2017-07-03 00:00,야간,월,송파구,차대사람,,127.12695836,37.47552196
2017-07-03 13:00,주간,월,종로구,차대사람,,126.97181226,37.57818924
2017-07-05 02:00,야간,수,노원구,차대사람,,127.05506294,37.65439833
2017-07-05 22:00,야간,수,구로구,차대사람,,126.84694279,37.49753399
2017-07-11 23:00,야간,화,영등포구,차대사람,,126.8966979,37.52133287
2017-07-12 08:00,주간,수,강동구,차대사람,,127.12169239,37.54639717
2017-07-12 21:00,야간,수,노원구,차대사람,,127.06093477,37.67375396
2017-07-14 22:00,야간,금,강동구,차대사람,,127.12033631,37.54369777
2017-07-15 11:00,주간,토,양천구,차대사람,,126.86402988,37.54365911
2017-07-18 12:00,주간,화,서초구,차대사람,,126.99477648,37.50150363
2017-07-22 03:00,야간,토,용산구,차대사람,,126.98645159,37.53754894
2017-07-22 03:00,야간,토,서초구,차대사람,,127.02302152,37.50407275
2017-07-22 20:00,야간,토,서초구,차대사람,,127.00604124,37.49517867
2017-07-25 14:00,주간,화,양천구,차대사람,,126.85328828,37.51339661
2017-07-25 21:00,야간,화,강서구,차대사람,,126.87018861,37.55837502
2017-07-26 04:00,야간,수,영등포구,차대사람,,126.90111394,37.53516402
2017-07-26 04:00,야간,수,성북구,차대사람,,127.02205278,37.60090993
2017-07-29 05:00,야간,토,종로구,차대사람,,127.01065958,37.57097464
2017-08-01 17:00,주간,화,구로구,차대사람,,126.85194943,37.49811138
2017-08-03 03:00,야간,목,영등포구,차대사람,,126.88185692,37.52468126
2017-08-10 21:00,야간,목,동대문구,차대사람,,126.97839369,37.56660917
2017-08-15 12:00,주간,화,금천구,차대사람,,126.90300499,37.44836408
2017-08-21 04:00,야간,월,동대문구,차대사람,,127.05353635,37.58363726
2017-08-21 09:00,주간,월,성북구,차대사람,,127.03746634,37.61265275
2017-08-24 04:00,야간,목,동대문구,차대사람,,127.06991459,37.59137755
2017-08-25 23:00,야간,금,노원구,차대사람,,127.07756817,37.63808573
2017-08-27 15:00,주간,일,강동구,차대사람,,127.15591847,37.55208937
2017-08-28 08:00,주간,월,동대문구,차대사람,,127.06878511,37.57903399
2017-08-30 05:00,야간,수,양천구,차대사람,,126.86355747,37.52599016
2017-08-30 13:00,주간,수,동대문구,차대사람,,127.04477332,37.57751069
2017-09-03 09:00,주간,일,성북구,차대사람,,127.02210073,37.58632638
2017-09-05 08:00,주간,화,중랑구,차대사람,,127.10580735,37.60057944
2017-09-07 20:00,야간,목,강동구,차대사람,,127.16308061,37.55630222
2017-09-09 04:00,야간,토,성북구,차대사람,,127.05303513,37.60873782
2017-09-11 16:00,주간,월,송파구,차대사람,,127.12084793,37.53878703
2017-09-13 19:00,야간,수,구로구,차대사람,,126.88349892,37.49979452
2017-09-19 19:00,야간,화,구로구,차대사람,,126.84804486,37.50284723
2017-09-22 22:00,야간,금,관악구,차대사람,,126.92605293,37.46369324
2017-09-23 10:00,주간,토,금천구,차대사람,,126.90044806,37.46559416
2017-09-24 03:00,야간,일,송파구,차대사람,,127.11351904,37.52665805
2017-09-24 11:00,주간,일,노원구,차대사람,,127.09040838,37.62391687
2017-09-25 00:00,야간,월,송파구,차대사람,,127.09926571,37.52118438
2017-09-25 11:00,주간,월,종로구,차대사람,,126.99034561,37.57740542
2017-09-26 05:00,야간,화,영등포구,차대사람,,126.91058431,37.50969443
2017-09-26 21:00,야간,화,동작구,차대사람,,126.96586577,37.50689635
2017-09-26 23:00,야간,화,영등포구,차대사람,,126.91883438,37.52991657
2017-09-27 21:00,야간,수,중구,차대사람,,126.99541245,37.56162658
2017-09-29 01:00,야간,금,강남구,차대사람,,127.0248908,37.50368368
2017-09-29 05:00,야간,금,강남구,차대사람,,127.03505694,37.5154508
2017-10-02 05:00,야간,월,서대문구,차대사람,,126.93761944,37.58900965
2017-10-06 20:00,야간,금,용산구,차대사람,,126.98502271,37.51983114
2017-10-13 10:00,주간,금,동대문구,차대사람,,127.06526098,37.59105404
2017-10-13 17:00,주간,금,양천구,차대사람,,126.87119597,37.51527798
2017-10-13 20:00,야간,금,강북구,차대사람,,127.0207692,37.62086944
2017-10-15 09:00,주간,일,영등포구,차대사람,,126.89985457,37.52706351
2017-10-15 11:00,주간,일,동대문구,차대사람,,127.04532636,37.57968507
2017-10-15 21:00,야간,일,서초구,차대사람,,127.05351521,37.45994407
2017-10-17 00:00,야간,화,마포구,차대사람,,126.90791272,37.56425772
2017-10-20 06:00,주간,금,성북구,차대사람,,127.05139689,37.61551871
2017-10-20 12:00,주간,금,동대문구,차대사람,,127.04314809,37.57845082
2017-10-23 00:00,야간,월,동작구,차대사람,,126.92735946,37.51030874
2017-10-24 00:00,야간,화,강남구,차대사람,,127.04596122,37.4955732
2017-10-24 11:00,주간,화,서대문구,차대사람,,126.94675762,37.59241484
2017-10-25 00:00,야간,수,서대문구,차대사람,,126.96725798,37.56171471
2017-10-30 01:00,야간,월,광진구,차대사람,,127.08816271,37.55642521
2017-10-30 11:00,주간,월,강북구,차대사람,,127.03925981,37.62864955
2017-10-30 15:00,주간,월,은평구,차대사람,,126.93514559,37.63755292
2017-10-31 04:00,야간,화,동작구,차대사람,,126.94272283,37.49539269
2017-11-02 17:00,주간,목,중랑구,차대사람,,127.08811937,37.60335827
2017-11-04 11:00,주간,토,동대문구,차대사람,,127.04460318,37.5775551
2017-11-04 23:00,야간,토,영등포구,차대사람,,126.90692127,37.5196162
2017-11-05 23:00,야간,일,영등포구,차대사람,,126.91634691,37.51797943
2017-11-06 11:00,주간,월,영등포구,차대사람,,126.9012217,37.51460477
2017-11-07 17:00,주간,화,구로구,차대사람,,126.88490886,37.48789498
2017-11-08 10:00,주간,수,송파구,차대사람,,127.1265418,37.47968495
2017-11-09 09:00,주간,목,동작구,차대사람,,126.98188419,37.48273559
2017-11-09 18:00,야간,목,송파구,차대사람,,127.10558737,37.50695518
2017-11-09 18:00,야간,목,송파구,차대사람,,127.10691714,37.50581488
2017-11-16 06:00,주간,목,은평구,차대사람,,126.8844022,37.5894922
2017-11-21 01:00,야간,화,용산구,차대사람,,126.9706443,37.5319809
2017-11-21 05:00,야간,화,성북구,차대사람,,127.01079918,37.60674959
2017-11-23 19:00,야간,목,관악구,차대사람,,126.90577097,37.48028615
2017-11-24 06:00,주간,금,구로구,차대사람,,126.83959898,37.4874521
2017-11-30 05:00,야간,목,동작구,차대사람,,126.96078418,37.50709499
2017-11-30 18:00,야간,목,노원구,차대사람,,127.07910642,37.61855918
2017-11-30 22:00,야간,목,은평구,차대사람,,126.93071201,37.60957215
2017-12-01 05:00,야간,금,강서구,차대사람,,126.83398447,37.54011342
2017-12-02 19:00,야간,토,성북구,차대사람,,127.03625299,37.59273731
2017-12-03 04:00,야간,일,용산구,차대사람,,126.98964167,37.51955374
2017-12-04 04:00,야간,월,종로구,차대사람,,127.0170316,37.57326326
2017-12-04 13:00,주간,월,동대문구,차대사람,,127.06285019,37.60234801
2017-12-04 16:00,주간,월,은평구,차대사람,,126.91549448,37.6054147
2017-12-04 17:00,주간,월,강동구,차대사람,,127.15516046,37.55517069
2017-12-07 14:00,주간,목,송파구,차대사람,,127.11229857,37.51755935
2017-12-07 17:00,주간,목,강동구,차대사람,,127.14130044,37.55798669
2017-12-09 05:00,야간,토,동작구,차대사람,,126.9507302,37.51280562
2017-12-10 03:00,야간,일,구로구,차대사람,,126.84678279,37.50161622
2017-12-13 00:00,야간,수,중랑구,차대사람,,127.08212343,37.59171885
2017-12-14 19:00,야간,목,관악구,차대사람,,126.93528106,37.48611845
2017-12-17 02:00,야간,일,서초구,차대사람,,127.04065299,37.46273408
2017-12-18 00:00,야간,월,강북구,차대사람,,127.01774212,37.63162811
2017-12-18 10:00,주간,월,관악구,차대사람,,126.95208846,37.48782003
2017-12-27 18:00,야간,수,은평구,차대사람,,126.91593533,37.59104953
2017-12-27 22:00,야간,수,송파구,차대사람,,127.07405217,37.51125332
2017-12-28 23:00,야간,목,동대문구,차대사람,,127.02336285,37.57490241
2020-01-01 05,야,수,강남구,차대사람,안전운전 의무 불이행,127.0467272,37.48676083
2020-01-04 06,주,토,동대문구,차대사람,안전운전 의무 불이행,127.0662311,37.56402978
2020-01-06 10,주,월,강서구,차대사람,안전운전 의무 불이행,126.8169158,37.57337906
2020-01-07 22,야,화,서초구,차대사람,안전운전 의무 불이행,126.9912244,37.47426373
2020-01-10 04,야,금,강남구,차대사람,안전운전 의무 불이행,127.1003183,37.48847938
2020-01-10 23,야,금,서초구,차대사람,안전운전 의무 불이행,126.9933259,37.49834987
2020-01-14 07,주,화,중랑구,차대사람,신호위반,127.0930048,37.61597961
2020-01-14 14,주,화,양천구,차대사람,기타,126.8316925,37.53083283
2020-01-17 11,주,금,강남구,차대사람,신호위반,127.0652151,37.50480794
2020-01-21 18,야,화,마포구,차대사람,안전운전 의무 불이행,126.9346897,37.55599023
2020-01-24 17,주,금,강서구,차대사람,보행자 보호의무 위반,126.8531598,37.56116184
2020-01-26 00,야,일,은평구,차대사람,안전운전 의무 불이행,126.9351765,37.60216476
2020-01-29 18,야,수,송파구,차대사람,안전운전 의무 불이행,127.1568919,37.49629358
2020-01-31 05,야,금,종로구,차대사람,안전운전 의무 불이행,126.9881486,37.57740042
2020-02-05 07,주,수,마포구,차대사람,안전운전 의무 불이행,126.903625,37.5629436
2020-02-07 14,주,금,은평구,차대사람,안전운전 의무 불이행,126.9064924,37.59996895
2020-02-07 14,주,금,은평구,차대사람,안전운전 의무 불이행,126.910706,37.59531481
2020-02-15 00,야,토,강남구,차대사람,안전운전 의무 불이행,127.0527057,37.52479841
2020-02-22 01,야,토,송파구,차대사람,과속,127.1159714,37.50659369
2020-02-25 14,주,화,서대문구,차대사람,안전운전 의무 불이행,126.943037,37.59114177
2020-02-26 00,야,수,강서구,차대사람,안전운전 의무 불이행,126.8755458,37.54703391
2020-02-28 13,주,금,마포구,차대사람,안전운전 의무 불이행,126.8986685,37.57356333
2020-02-28 23,야,금,관악구,차대사람,안전운전 의무 불이행,126.9255091,37.48377828
2020-03-08 20,야,일,동대문구,차대사람,안전운전 의무 불이행,127.0550504,37.57835747
2020-03-09 13,주,월,성동구,차대사람,안전운전 의무 불이행,127.0549152,37.54415433
2020-03-10 15,주,화,서초구,차대사람,안전운전 의무 불이행,127.0077949,37.48998424
2020-03-13 06,주,금,성동구,차대사람,과속,127.0616964,37.5429178
2020-03-13 07,주,금,동작구,차대사람,보행자 보호의무 위반,126.9617887,37.50727714
2020-03-20 06,주,금,강서구,차대사람,안전운전 의무 불이행,126.8190478,37.55040539
2020-03-22 21,야,일,동작구,차대사람,안전운전 의무 불이행,126.941861,37.51694902
2020-04-07 04,야,화,관악구,차대사람,안전운전 의무 불이행,126.9252239,37.48984933
2020-04-07 05,야,화,광진구,차대사람,안전운전 의무 불이행,127.0833416,37.5452874
2020-04-10 11,주,금,용산구,차대사람,안전운전 의무 불이행,126.9597206,37.53723047
2020-04-19 20,야,일,영등포구,차대사람,안전운전 의무 불이행,126.9032205,37.51526025
2020-04-20 23,야,월,중랑구,차대사람,과속,127.0798329,37.5994082
2020-04-22 12,주,수,강북구,차대사람,과속,127.0161744,37.64076035
2020-04-23 03,야,목,중랑구,차대사람,안전운전 의무 불이행,127.1016032,37.60079966
2020-04-29 19,야,수,금천구,차대사람,보행자 보호의무 위반,126.8870956,37.47208303
2020-05-06 20,야,수,강서구,차대사람,안전운전 의무 불이행,126.870291,37.54795422
2020-05-09 23,야,토,강남구,차대사람,안전운전 의무 불이행,127.0516302,37.52637982
2020-05-17 20,야,일,마포구,차대사람,안전운전 의무 불이행,126.9122322,37.54959097
2020-05-22 09,주,금,동대문구,차대사람,안전운전 의무 불이행,127.0583808,37.59354956
2020-05-25 09,주,월,성북구,차대사람,보행자 보호의무 위반,127.0606074,37.61306926
2020-05-28 01,야,목,서대문구,차대사람,안전운전 의무 불이행,126.9493512,37.58400843
2020-05-31 19,야,일,동작구,차대사람,과속,126.9386627,37.51352404
2020-06-06 04,야,토,강서구,차대사람,안전운전 의무 불이행,126.8394271,37.52827416
2020-06-06 23,야,토,동작구,차대사람,안전운전 의무 불이행,126.9418472,37.50056234
2020-06-07 02,야,일,금천구,차대사람,안전운전 의무 불이행,126.9056275,37.45626421
2020-06-11 04,야,목,관악구,차대사람,과속,126.9445477,37.47948782
2020-06-11 22,야,목,영등포구,차대사람,신호위반,126.9019584,37.53402268
2020-06-14 08,주,일,강서구,차대사람,안전운전 의무 불이행,126.8498854,37.55216287
2020-06-17 12,주,수,은평구,차대사람,안전운전 의무 불이행,126.9297881,37.61068084
2020-06-19 06,주,금,광진구,차대사람,보행자 보호의무 위반,127.0824381,37.54510935
2020-06-20 11,주,토,서초구,차대사람,중앙선 침범,127.0106687,37.51259502
2020-06-21 00,야,일,서초구,차대사람,안전운전 의무 불이행,127.0093166,37.48837894
2020-06-21 23,야,일,중구,차대사람,안전운전 의무 불이행,126.988847,37.56468635
2020-06-27 03,야,토,은평구,차대사람,안전운전 의무 불이행,126.9218244,37.60757214
2020-06-30 03,야,화,영등포구,차대사람,안전운전 의무 불이행,126.9178122,37.51494279
2020-06-30 05,야,화,은평구,차대사람,과속,126.9285859,37.61217305
2020-07-01 02,야,수,성동구,차대사람,안전운전 의무 불이행,127.0234334,37.5481867
2020-07-01 17,주,수,용산구,차대사람,안전운전 의무 불이행,127.0009722,37.54867077
2020-07-06 17,주,월,도봉구,차대사람,보행자 보호의무 위반,127.0333026,37.66733402
2020-07-09 19,야,목,도봉구,차대사람,안전운전 의무 불이행,127.0150836,37.65757299
2020-07-12 03,야,일,관악구,차대사람,안전운전 의무 불이행,126.941727,37.482513
2020-07-12 12,주,일,강서구,차대사람,안전운전 의무 불이행,126.8545323,37.55996245
2020-07-19 19,야,일,양천구,차대사람,안전운전 의무 불이행,126.8780863,37.51715772
2020-08-01 23,야,토,은평구,차대사람,과속,126.9017084,37.57831983
2020-08-06 16,주,목,강동구,차대사람,안전운전 의무 불이행,127.13197,37.5303116
2020-08-09 19,야,일,관악구,차대사람,안전운전 의무 불이행,126.9569972,37.48991582
2020-08-16 21,야,일,마포구,차대사람,안전운전 의무 불이행,126.9137833,37.55462729
2020-08-17 11,주,월,동작구,차대사람,안전운전 의무 불이행,126.9374202,37.50947376
2020-08-17 14,주,월,종로구,차대사람,안전운전 의무 불이행,127.0158514,37.57259053
2020-08-23 19,야,일,성동구,차대사람,안전운전 의무 불이행,127.0545518,37.55006583
